,Text,Contact,Geo,IdentNumber,PersonName,OrigText
5398,"INT: Yeah PersonName2. Like this here. You go down the street down there. You go down here to this big thing right here. You know, go down that street.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9145685434341431, 'word': 'aname removeda', 'start': 10, 'end': 24}","INT: Yeah âname removedã. Like this here. You go down the street down there. You go down here to this big thing right here. You know, go down that street."
5623,Q: Oh I see. OK. I thought you were talking abut PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9974328875541687, 'word': 'mcdonnel douglas', 'start': 49, 'end': 65}",Q: Oh I see. OK. I thought you were talking abut McDonnel Douglas.
5932,"INT: Probably. I never gave it a second thought. Once I got out of there, you know I didn't get busted so I was cool. So I thought about and said PersonName2, that was stupid.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9769227504730225, 'word': 'damn', 'start': 146, 'end': 150}","INT: Probably. I never gave it a second thought. Once I got out of there, you know I didn't get busted so I was cool. So I thought about and said damn, that was stupid."
5950,INT: PersonName39' it up.,[],[],[],"{'entity_group': 'PersonName39', 'score': 0.9854932427406311, 'word': 'kickin', 'start': 5, 'end': 11}",INT: Kickin' it up.
5958,INT: PersonName23' too damn old.,[],[],[],"{'entity_group': 'PersonName23', 'score': 0.9313970804214478, 'word': 'gettin', 'start': 5, 'end': 11}",INT: Gettin' too damn old.
6005,"INT: Uh-huh, yeah. So we saw two old people, old couple that was leavin' they house and we look and I think I came up with the idea. I said, look both of them people PersonName2' that look like a good burglary. So we stood on the corner and waited 'til they got in the car and drove off. I think we walked around the block two times cause both of us was kind of paranoid.<Target 1> Tryin' to decide who was gon' knock on the door to see if anybody was there. So finally, I think cause I looked the youngest at the time, I went and knocked on the door. Cause if somebody would a came, I think I would of asked them if they wanted they grass cut, you know. So didn't nobody answer, so I think we walked around the block 'bout another two or three times, tryin to decide how we was gon' get in there. So finally we went through the alley and went down the basement steps on the outside and we found a milk crate that was down there and knocked the window out.<Break> I stuck my hand in there and unlocked the door. So we got in the basement and they had a lot of liquor, cases of liquor in the basement, so we moved that out first. Then we went up the basement steps on the inside and they had the door locked that lead from the basement to the house. So we used our shoulders and pushed up against the door and we finally knocked it open. Soon as we got in the house, the first thing I noticed was some red lights flashin' outside. That was the police. I hollered at my friend and I said the police out there. We ran back down the basement steps and ran outside. We jumped about three fences and got about three houses away and then the police did catch us but I was just fourteen at the time and they took us down to juvenile. But they never did see us leave out the house or go in the house. And I believe the people next door had called the police, but they didn't give any description so they didn't want to testify, so that's what it was. So I think I stayed down in juvenile locked up for about three weeks. And the case was dismissed.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9505648016929626, 'word': 'leavin', 'start': 166, 'end': 172}","INT: Uh-huh, yeah. So we saw two old people, old couple that was leavin' they house and we look and I think I came up with the idea. I said, look both of them people leavin' that look like a good burglary. So we stood on the corner and waited 'til they got in the car and drove off. I think we walked around the block two times cause both of us was kind of paranoid.<Target 1> Tryin' to decide who was gon' knock on the door to see if anybody was there. So finally, I think cause I looked the youngest at the time, I went and knocked on the door. Cause if somebody would a came, I think I would of asked them if they wanted they grass cut, you know. So didn't nobody answer, so I think we walked around the block 'bout another two or three times, tryin to decide how we was gon' get in there. So finally we went through the alley and went down the basement steps on the outside and we found a milk crate that was down there and knocked the window out.<Break> I stuck my hand in there and unlocked the door. So we got in the basement and they had a lot of liquor, cases of liquor in the basement, so we moved that out first. Then we went up the basement steps on the inside and they had the door locked that lead from the basement to the house. So we used our shoulders and pushed up against the door and we finally knocked it open. Soon as we got in the house, the first thing I noticed was some red lights flashin' outside. That was the police. I hollered at my friend and I said the police out there. We ran back down the basement steps and ran outside. We jumped about three fences and got about three houses away and then the police did catch us but I was just fourteen at the time and they took us down to juvenile. But they never did see us leave out the house or go in the house. And I believe the people next door had called the police, but they didn't give any description so they didn't want to testify, so that's what it was. So I think I stayed down in juvenile locked up for about three weeks. And the case was dismissed."
6043,INT: PersonName2.<Target 1>,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9368424415588379, 'word': 'yeah', 'start': 5, 'end': 9}",INT: Yeah.<Target 1>
6045,INT: PersonName2.<Target 1>,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9368424415588379, 'word': 'yeah', 'start': 5, 'end': 9}",INT: Yeah.<Target 1>
6095,INT: PersonName2.<PersonName2 ?>,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9558143615722656, 'word': 'yeah', 'start': 5, 'end': 9}",INT: Yeah.<Burglar ?>
6095,INT: PersonName2.<PersonName2 ?>,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9380085468292236, 'word': 'burglar', 'start': 11, 'end': 18}",INT: Yeah.<Burglar ?>
